"SID","CID","Alts","Use","Lat","Long"
1,5,17,0,41.3006335279877,-77.7583150877626
1,5,18,0,41.3034907962866,-77.7582263055101
1,5,19,0,41.3022208288488,-77.7601928474749
1,5,20,1,41.30203964,-77.75922609
1,6,1,0,41.3029374207282,-77.7567314311188
1,6,2,0,41.3018164625946,-77.7562327256258
1,6,3,0,41.3030810822108,-77.7566111650469
1,6,4,0,41.302687333498,-77.756381411841
1,6,5,0,41.3036362699918,-77.7592402531856
1,6,6,0,41.3012405653221,-77.7590917585901
1,6,7,0,41.3023857090862,-77.7559709633929
1,6,8,0,41.3016132388297,-77.7560936717341
1,6,9,0,41.3029934956448,-77.7567683870646
1,6,10,0,41.3041289992485,-77.758523060637
1,6,11,0,41.3023467785202,-77.7565002822487
1,6,12,0,41.3036746122662,-77.7569151448135
1,6,13,0,41.3010219798153,-77.7565717091087
1,6,14,0,41.3011729640987,-77.7580399797516
1,6,15,0,41.3026028013872,-77.7563486066599
1,6,16,0,41.3031425103225,-77.7567091148092
1,6,17,0,41.3035076973029,-77.7579478297672
1,6,18,0,41.3010428858854,-77.7584592918666
1,6,19,0,41.303717265671,-77.7593158674759
1,6,20,1,41.30241338,-77.75796907
1,7,1,0,41.303989900139,-77.7574794552433
1,7,2,0,41.3030068742903,-77.7569875365327
1,7,3,0,41.3023307751909,-77.758276551699
1,7,4,0,41.3026704300128,-77.7575879723319
1,7,5,0,41.3029012612212,-77.7584009558653
1,7,6,0,41.3033546655336,-77.7568928282233
1,7,7,0,41.3038196867374,-77.757626451604
1,7,8,0,41.3038240847119,-77.7583490459652
1,7,9,0,41.3028973654167,-77.7590976990226
1,7,10,0,41.3018109910475,-77.7574134583976
1,7,11,0,41.302021750554,-77.7597954742597
1,7,12,0,41.3023091146782,-77.760023533162
1,7,13,0,41.3026811414251,-77.7573402893492
1,7,14,0,41.3033391564637,-77.759695007311
1,7,15,0,41.3034392148829,-77.7584792268296
1,7,16,0,41.3012937192975,-77.7566287097044
1,7,17,0,41.3024685674883,-77.7594951025824
1,7,18,0,41.3025793414626,-77.7588186295232
1,7,19,0,41.3016359999969,-77.7566670101514
1,7,20,1,41.30233175,-77.75791918
1,8,1,0,41.3010279214496,-77.7581869668466
1,8,2,0,41.3029188653061,-77.7562531473905
1,8,3,0,41.303441788754,-77.759516521709
1,8,4,0,41.3027819810182,-77.7580712198306
1,8,5,0,41.3032239075204,-77.7563924048667
1,8,6,0,41.3023690641243,-77.7557417387117
1,8,7,0,41.3011409197342,-77.7583740306194
1,8,8,0,41.3022396908392,-77.7586704903047
1,8,9,0,41.3015827920626,-77.7584826838326
1,8,10,0,41.302059555254,-77.7562802832005
1,8,11,0,41.3008671914017,-77.7587001040949
1,8,12,0,41.3019967078724,-77.7558249868848
1,8,13,0,41.3017579923643,-77.7583319590216
1,8,14,0,41.3016340166726,-77.7585864910883
1,8,15,0,41.3011544049529,-77.7561887383148
1,8,16,0,41.3020317878401,-77.7584386328722
1,8,17,0,41.3009008567369,-77.7565234579775
1,8,18,0,41.3020482436454,-77.7584365338664
1,8,19,0,41.3021195188116,-77.7601364838522
1,8,20,1,41.30213435,-77.75788269
1,9,1,0,41.3016865265817,-77.7581571783876
1,9,2,0,41.3022625660412,-77.7571763159735
1,9,3,0,41.3023814244606,-77.7564162669902
1,9,4,0,41.3026061372264,-77.7601065297952
1,9,5,0,41.3024135968414,-77.7589907944058
1,9,6,0,41.3009074435702,-77.7599036775997
1,9,7,0,41.3010083197048,-77.7603303145618
1,9,8,0,41.30164459646,-77.7564782372254
1,9,9,0,41.3006332894313,-77.7575099665634
1,9,10,0,41.3023993676096,-77.7583506427374
1,9,11,0,41.3006271136177,-77.7564149770548
1,9,12,0,41.3017413903205,-77.7592425298643
1,9,13,0,41.299696659209,-77.7589292162815
1,9,14,0,41.3019214008454,-77.7569036445374
1,9,15,0,41.3022560797418,-77.7567529179544
1,9,16,0,41.3027562056713,-77.7575205679724
1,9,17,0,41.3002537707612,-77.7595309770108
1,9,18,0,41.3010922376761,-77.7575109490037
1,9,19,0,41.3023368605641,-77.7565075118593
1,9,20,1,41.30144133,-77.75842966
1,10,1,0,41.3025332949744,-77.7564971734238
1,10,2,0,41.3003047881372,-77.7576936707926
1,10,3,0,41.3016260699518,-77.7564136695412
1,10,4,0,41.3019098943051,-77.7584016800033
1,10,5,0,41.3008772276635,-77.7581627474645
1,10,6,0,41.300525126744,-77.7587872441737
1,10,7,0,41.3029622146514,-77.7559985518257
1,10,8,0,41.302863740701,-77.7587421765587
1,10,9,0,41.3024498338892,-77.7576343658658
1,10,10,0,41.3018670879954,-77.7584550512874
1,10,11,0,41.3036437845246,-77.7585253215135
1,10,12,0,41.3018295828206,-77.7578170601715
1,10,13,0,41.3011172626593,-77.7570319950437
1,10,14,0,41.3020481814599,-77.7587969935791
1,10,15,0,41.3029306323237,-77.7595086304202
1,10,16,0,41.3027165063735,-77.7568648491666
1,10,17,0,41.3035973835047,-77.7577378912238
1,10,18,0,41.3018087943479,-77.7568289795032
1,10,19,0,41.3010808685238,-77.7562074555788
1,10,20,1,41.30193319,-77.75785678
1,11,1,0,41.3020899677622,-77.7566754212519
1,11,2,0,41.3030618849115,-77.7587039592045
1,11,3,0,41.3004558271719,-77.7563953667309
1,11,4,0,41.3012604259609,-77.7578106345243
1,11,5,0,41.3023368243524,-77.7558476875194
1,11,6,0,41.3022214386889,-77.7561749386379
1,11,7,0,41.3020711768562,-77.7600508387301
1,11,8,0,41.3020630698367,-77.7556620286623
1,11,9,0,41.3016024479433,-77.756424579498
1,11,10,0,41.3021304328975,-77.7584775939272
1,11,11,0,41.3008417924423,-77.756543849355
1,11,12,0,41.302346610438,-77.7585876737034
1,11,13,0,41.3025018811633,-77.7574769647987
1,11,14,0,41.3025385853947,-77.7579687903379
1,11,15,0,41.3006187878132,-77.7576924238922
1,11,16,0,41.3013407488123,-77.759884341356
1,11,17,0,41.3013421453858,-77.7566823600948
1,11,18,0,41.3010525932692,-77.7581319231717
1,11,19,0,41.3020730435445,-77.757941771724
1,11,20,1,41.30160873,-77.75776176
1,12,1,0,41.3012753437545,-77.7570283311825
1,12,2,0,41.3032010849411,-77.7571119993656
1,12,3,0,41.3013539494291,-77.7586870509089
1,12,4,0,41.3009224145003,-77.7564661726216
1,12,5,0,41.300581897426,-77.7571997478954
1,12,6,0,41.3027869948763,-77.7576122196899
1,12,7,0,41.3020844559857,-77.7555534074045
1,12,8,0,41.3007845240899,-77.7593743339755
1,12,9,0,41.3034355067716,-77.7572866353418
1,12,10,0,41.3018263432454,-77.7577251223827
1,12,11,0,41.3021324075496,-77.7568393049796
1,12,12,0,41.3016627325676,-77.7598289754441
1,12,13,0,41.3019778450606,-77.7580480227094
1,12,14,0,41.3022260133039,-77.7560498127983
1,12,15,0,41.3011104259905,-77.7567407086274
1,12,16,0,41.3017406235202,-77.7600774533857
1,12,17,0,41.303180611163,-77.7574352536269
1,12,18,0,41.3004703586074,-77.7572667210024
1,12,19,0,41.3011886104659,-77.7586800122561
1,12,20,1,41.30187479,-77.75793452
1,13,1,0,41.3016104431794,-77.7582331936723
1,13,2,0,41.3028107382136,-77.7599863043261
1,13,3,0,41.3020789221462,-77.7612100926161
1,13,4,0,41.3020508999082,-77.7598130279758
1,13,5,0,41.3017961945824,-77.7592929380596
1,13,6,0,41.3034657314362,-77.7599779150444
1,13,7,0,41.3030035665616,-77.7584965337949
1,13,8,0,41.3018660206941,-77.761474020732
1,13,9,0,41.3028845614573,-77.7597047135942
1,13,10,0,41.3024117813499,-77.7611189565986
1,13,11,0,41.3011552125233,-77.7582308397296
1,13,12,0,41.3021471508135,-77.7605227384454
1,13,13,0,41.3023308998518,-77.758269125992
1,13,14,0,41.3009060795513,-77.7575201415849
1,13,15,0,41.3018837114536,-77.7596328062657
1,13,16,0,41.3016697288928,-77.7600845691613
1,13,17,0,41.3018674047828,-77.7602130196059
1,13,18,0,41.3024764813121,-77.7577460736066
1,13,19,0,41.3017959270269,-77.7613587923013
1,13,20,1,41.30212955,-77.7590977
1,14,1,0,41.3017433414133,-77.7587462157389
1,14,2,0,41.3003568311917,-77.7565301475353
1,14,3,0,41.3000289159838,-77.7577137538544
1,14,4,0,41.3018036626793,-77.7599811581911
1,14,5,0,41.3023898992298,-77.7597121516197
1,14,6,0,41.3009440082209,-77.756581096838
1,14,7,0,41.3024530223892,-77.7558840767868
1,14,8,0,41.303355428335,-77.7578568194595
1,14,9,0,41.3012851183074,-77.7585339796242
1,14,10,0,41.3014326620008,-77.755991230325
1,14,11,0,41.3027044595336,-77.7584127828221
1,14,12,0,41.3009315904678,-77.7570495133085
1,14,13,0,41.3000289164768,-77.758396671635
1,14,14,0,41.3029712087696,-77.7592434661586
1,14,15,0,41.3025262723152,-77.7590223175616
1,14,16,0,41.3030704369592,-77.7568699838093
1,14,17,0,41.302687744727,-77.7580028692559
1,14,18,0,41.3015879903651,-77.7575030773985
1,14,19,0,41.3003410183759,-77.7571573248575
1,14,20,1,41.30164118,-77.75797771
1,15,1,0,41.3016706202191,-77.7567096778115
1,15,2,0,41.3013116585508,-77.7595409959349
1,15,3,0,41.3020639643559,-77.7558767722813
1,15,4,0,41.3029719418455,-77.7590277950247
1,15,5,0,41.3006044895356,-77.7570489225183
1,15,6,0,41.2999264513803,-77.7570042767855
1,15,7,0,41.3015138884933,-77.7574887965977
1,15,8,0,41.3021134980577,-77.7557304380626
1,15,9,0,41.3022080710264,-77.7583350623129
1,15,10,0,41.3024244590039,-77.7595086223572
1,15,11,0,41.3004718461311,-77.7576392297377
1,15,12,0,41.3012677648029,-77.7560931358631
1,15,13,0,41.3017896087655,-77.759493043561
1,15,14,0,41.3027139423626,-77.7570214380534
1,15,15,0,41.3014246837952,-77.7583480295557
1,15,16,0,41.3005847769673,-77.7581308769537
1,15,17,0,41.3016017138105,-77.7599760558453
1,15,18,0,41.3000527012062,-77.7566200211694
1,15,19,0,41.3002911033838,-77.7595180221727
1,15,20,1,41.30139459,-77.75792588
1,16,1,0,41.3004412416985,-77.7581012204448
1,16,2,0,41.2998171033627,-77.7599566063746
1,16,3,0,41.3018156571989,-77.758601149582
1,16,4,0,41.3016815748584,-77.7607203507798
1,16,5,0,41.3015145439332,-77.7570951780341
1,16,6,0,41.3018510794645,-77.7588352107135
1,16,7,0,41.3011727213545,-77.7610818025451
1,16,8,0,41.3025859485505,-77.7592923880165
1,16,9,0,41.2992467237049,-77.7580882137268
1,16,10,0,41.3016660657925,-77.7594095999916
1,16,11,0,41.3010588627738,-77.7592007867598
1,16,12,0,41.3020882142581,-77.7593831652869
1,16,13,0,41.2997075076377,-77.758850124756
1,16,14,0,41.3009678201712,-77.7577205289051
1,16,15,0,41.2999210699585,-77.7579663036011
1,16,16,0,41.3020727441479,-77.7600707287216
1,16,17,0,41.3017440223778,-77.7585064755977
1,16,18,0,41.3008391196273,-77.7585271492669
1,16,19,0,41.3004527093872,-77.7568444408068
1,16,20,1,41.30094163,-77.75875478
1,17,1,0,41.3010535816215,-77.7591674602224
1,17,2,0,41.3033061552597,-77.7568081175754
1,17,3,0,41.3007794962354,-77.7585073273697
1,17,4,0,41.3011550216803,-77.7598087306255
1,17,5,0,41.3007180926517,-77.7585359478538
1,17,6,0,41.3033449066303,-77.7581259049825
1,17,7,0,41.3021630467039,-77.7580835758369
1,17,8,0,41.3026378398377,-77.7558353819708
1,17,9,0,41.3026835471668,-77.756747571965
1,17,10,0,41.3013225138742,-77.7586968478548
1,17,11,0,41.3024014713136,-77.756713023303
1,17,12,0,41.3015082214743,-77.7566873723799
1,17,13,0,41.301983427323,-77.7562480262252
1,17,14,0,41.3022446129717,-77.7561863843101
1,17,15,0,41.3028730502763,-77.7573022152167
1,17,16,0,41.3024179078961,-77.756381103246
1,17,17,0,41.3010621535239,-77.7590737688384
1,17,18,0,41.3005344073818,-77.7594307207129
1,17,19,0,41.3006590371954,-77.7564975830849
1,17,20,1,41.30171905,-77.75780495
1,18,1,0,41.3013763228888,-77.757980143257
1,18,2,0,41.3011467251102,-77.7595321301429
1,18,3,0,41.3016171650973,-77.7580802411446
1,18,4,0,41.3018141471586,-77.7572158633268
1,18,5,0,41.3006839647508,-77.7594114271493
1,18,6,0,41.3016815303557,-77.7586003204294
1,18,7,0,41.3027731964651,-77.7575832186703
1,18,8,0,41.3015770803185,-77.7564884116471
1,18,9,0,41.3022715195186,-77.7580466033708
1,18,10,0,41.3008880507275,-77.7596310364112
1,18,11,0,41.3020928799121,-77.7576862936553
1,18,12,0,41.3012168020907,-77.7560651282387
1,18,13,0,41.3016122999925,-77.7597845260302
1,18,14,0,41.3034355800336,-77.7568919710916
1,18,15,0,41.3022592446652,-77.7562287793093
1,18,16,0,41.3031275766441,-77.7567172246366
1,18,17,0,41.3028480804199,-77.7599699741737
1,18,18,0,41.3028456809539,-77.7591920285993
1,18,19,0,41.302541303436,-77.7574078717996
1,18,20,1,41.30202404,-77.75791724
1,19,1,0,41.2990133106999,-77.7563824596506
1,19,2,0,41.299130349368,-77.7572760065618
1,19,3,0,41.2994157656648,-77.7576991777747
1,19,4,0,41.2998525429973,-77.7565551746089
1,19,5,0,41.3005259151227,-77.7586029941012
1,19,6,0,41.3012107253013,-77.7592669821432
1,19,7,0,41.2990154647574,-77.7581782919965
1,19,8,0,41.2985326547315,-77.756952165349
1,19,9,0,41.3015046068139,-77.7584155790497
1,19,10,0,41.3010002880594,-77.7589542286067
1,19,11,0,41.3002627728432,-77.7572308674401
1,19,12,0,41.3017110183381,-77.7568689016721
1,19,13,0,41.30126597617,-77.7593110698091
1,19,14,0,41.299272623212,-77.7577954665217
1,19,15,0,41.2990142486284,-77.7559933371833
1,19,16,0,41.2985226113369,-77.7585461519729
1,19,17,0,41.2988631425087,-77.7576502544564
1,19,18,0,41.300116959222,-77.7578255664314
1,19,19,0,41.3005274070051,-77.7590097110309
1,19,20,1,41.30010247,-77.75766805
1,20,1,0,41.3022280475258,-77.7542669222956
1,20,2,0,41.303630912303,-77.7554902328681
1,20,3,0,41.3012623441682,-77.7576293203318
1,20,4,0,41.3034618227616,-77.7570133032409
1,20,5,0,41.3027659905019,-77.7555068323943
1,20,6,0,41.3042039086145,-77.7556725938767
1,20,7,0,41.3019655331827,-77.756411628709
1,20,8,0,41.3031453018859,-77.7561145848854
1,20,9,0,41.3030464191385,-77.7561336702961
1,20,10,0,41.3026184530924,-77.7544118071088
1,20,11,0,41.3031866055272,-77.7560157858106
1,20,12,0,41.3037576434224,-77.7560156056874
1,20,13,0,41.3016259741818,-77.7580408683359
1,20,14,0,41.302767197269,-77.7582663226722
1,20,15,0,41.3026857322324,-77.7570624034916
1,20,16,0,41.3022775084886,-77.7571014837245
1,20,17,0,41.3036517330699,-77.7570972871662
1,20,18,0,41.3031907960679,-77.7560436748379
1,20,19,0,41.3035157199716,-77.7565363620344
1,20,20,1,41.30248102,-77.75614482
1,21,1,0,41.301370740904,-77.7563879269722
1,21,2,0,41.3006479864263,-77.7592350239759
1,21,3,0,41.3011762740574,-77.7573198459046
1,21,4,0,41.3021183661295,-77.7563827780832
1,21,5,0,41.3014124278883,-77.7564003357253
1,21,6,0,41.3022509724406,-77.7581164088041
1,21,7,0,41.3021968450068,-77.7562571030401
1,21,8,0,41.3008609183641,-77.7597617766074
1,21,9,0,41.3018162370265,-77.758398189683
1,21,10,0,41.3031430464405,-77.7579036279823
1,21,11,0,41.3019332098639,-77.7566622877205
1,21,12,0,41.3026212919802,-77.7562149217504
1,21,13,0,41.3004852889309,-77.7571287361536
1,21,14,0,41.3030019447841,-77.7575012223346
1,21,15,0,41.3029310292166,-77.7570644344738
1,21,16,0,41.3036427676758,-77.7590785166665
1,21,17,0,41.3036920151726,-77.758024814413
1,21,18,0,41.3012537791518,-77.7597918123055
1,21,19,0,41.3016672891421,-77.7575650873407
1,21,20,1,41.30203701,-77.75804681
1,22,1,0,41.3012781894984,-77.7589028917049
1,22,2,0,41.3036559751861,-77.7589472474172
1,22,3,0,41.3030903774257,-77.7561900390343
1,22,4,0,41.3018149290588,-77.759116467378
1,22,5,0,41.3011892841896,-77.7590161465363
1,22,6,0,41.3029019108691,-77.75870131555
1,22,7,0,41.3028645240485,-77.7575161287888
1,22,8,0,41.3016720969663,-77.7596634238377
1,22,9,0,41.3023358386588,-77.7575344783485
1,22,10,0,41.3014362206331,-77.7587182041592
1,22,11,0,41.3005809172864,-77.7588246347045
1,22,12,0,41.3028968731973,-77.759637583877
1,22,13,0,41.3017456239506,-77.7601512488515
1,22,14,0,41.3024188240847,-77.7595191207047
1,22,15,0,41.3025315559694,-77.7592196981115
1,22,16,0,41.3027134346751,-77.7596455636733
1,22,17,0,41.3029724546975,-77.7594910117745
1,22,18,0,41.3033023909939,-77.7583394395305
1,22,19,0,41.301559707904,-77.7573896303473
1,22,20,1,41.30205648,-77.75800362
1,23,1,0,41.3015674690356,-77.7611825448016
1,23,2,0,41.3016172742589,-77.7569064167628
1,23,3,0,41.3003253071905,-77.7594119174941
1,23,4,0,41.3029039993417,-77.7596930593844
1,23,5,0,41.3026894442939,-77.757987444734
1,23,6,0,41.3014181740306,-77.7572045649868
1,23,7,0,41.302921995757,-77.7599778443459
1,23,8,0,41.3019670220512,-77.7608691935477
1,23,9,0,41.300476403229,-77.7574626268469
1,23,10,0,41.3000952982497,-77.7598082152534
1,23,11,0,41.3009454082498,-77.7600696975713
1,23,12,0,41.3008955275904,-77.7570086456349
1,23,13,0,41.3017910958036,-77.7594319184339
1,23,14,0,41.3018063701903,-77.7607730901228
1,23,15,0,41.3009999073851,-77.7588494220665
1,23,16,0,41.3020279560769,-77.7593212966882
1,23,17,0,41.3019895544269,-77.7574398829826
1,23,18,0,41.3020913336642,-77.7600491385845
1,23,19,0,41.3007233046482,-77.7590943105866
1,23,20,1,41.30162644,-77.75906813
1,24,1,0,41.3029012869779,-77.7563872854819
1,24,2,0,41.3033665152256,-77.7585080518214
1,24,3,0,41.3028657164212,-77.7577449312367
1,24,4,0,41.3026373470713,-77.7586736214598
1,24,5,0,41.3028980215066,-77.7601649843256
1,24,6,0,41.3025555385896,-77.7574923585602
1,24,7,0,41.3036541701186,-77.7596360884807
1,24,8,0,41.301403399078,-77.7592772540751
1,24,9,0,41.3006240149067,-77.7588006089879
1,24,10,0,41.3039417082756,-77.7582083284819
1,24,11,0,41.3030818283363,-77.7588170268629
1,24,12,0,41.3015413957795,-77.7561587569103
1,24,13,0,41.3034849921444,-77.7582277725547
1,24,14,0,41.3032593343686,-77.7597791969201
1,24,15,0,41.3020717646344,-77.7570427381003
1,24,16,0,41.3016856008681,-77.7589663804861
1,24,17,0,41.3015049033015,-77.7573868061444
1,24,18,0,41.301823686758,-77.7563194498767
1,24,19,0,41.3020945954502,-77.7604905490712
1,24,20,1,41.30227062,-77.75823684
1,25,1,0,41.3023389076432,-77.75661877677
1,25,2,0,41.3011455479387,-77.7571887437409
1,25,3,0,41.3014371783788,-77.7567395830194
1,25,4,0,41.3036816724283,-77.7574123305011
1,25,5,0,41.3028197733519,-77.7589461490306
1,25,6,0,41.3013367084333,-77.7572062958716
1,25,7,0,41.3029666423941,-77.756454050744
1,25,8,0,41.3016283310676,-77.756465807384
1,25,9,0,41.3032249071421,-77.7570764503853
1,25,10,0,41.3029091038181,-77.7586750310048
1,25,11,0,41.3026759896146,-77.7550191847743
1,25,12,0,41.3028090258275,-77.7583462416526
1,25,13,0,41.302198500862,-77.7581887030056
1,25,14,0,41.3021849717999,-77.7556891891012
1,25,15,0,41.3018883723924,-77.7555118891669
1,25,16,0,41.3024917305436,-77.7589167895218
1,25,17,0,41.3040445417018,-77.7557532649528
1,25,18,0,41.3014234076967,-77.7571752794739
1,25,19,0,41.3037555588702,-77.7563981317332
1,25,20,1,41.30281414,-77.75701712
1,26,1,0,41.3037176975589,-77.7562564129103
1,26,2,0,41.3009306665051,-77.7577592377342
1,26,3,0,41.3028545300594,-77.7571946128969
1,26,4,0,41.3020807047587,-77.7577099550469
1,26,5,0,41.3020226835899,-77.7595829014432
1,26,6,0,41.3029203158762,-77.7576041718392
1,26,7,0,41.3042840143784,-77.7583583712969
1,26,8,0,41.3010523915863,-77.7580609782674
1,26,9,0,41.3030185270232,-77.757667344142
1,26,10,0,41.3026042189355,-77.7583512427296
1,26,11,0,41.3034025340159,-77.7590542059099
1,26,12,0,41.3034579943483,-77.7590519784193
1,26,13,0,41.3038496233747,-77.7592543251745
1,26,14,0,41.3023610938909,-77.7571957907413
1,26,15,0,41.3034749657692,-77.7565288798697
1,26,16,0,41.3033461235313,-77.758085724475
1,26,17,0,41.301254547426,-77.7577382749922
1,26,18,0,41.3026786041886,-77.7561372629381
1,26,19,0,41.3026922428125,-77.7599207069927
1,26,20,1,41.30259508,-77.7580209
1,27,1,0,41.3025812125355,-77.7598080192659
1,27,2,0,41.3034992329479,-77.7581616584112
1,27,3,0,41.302463229259,-77.7588919203668
1,27,4,0,41.3033579401598,-77.7563371770672
1,27,5,0,41.3023293615675,-77.7562225554916
1,27,6,0,41.3037972164219,-77.7588428203003
1,27,7,0,41.302095668825,-77.7560846059713
1,27,8,0,41.3011849377966,-77.7570233244419
1,27,9,0,41.3020618808414,-77.7574839767809
1,27,10,0,41.3019945928457,-77.7575003856054
1,27,11,0,41.3025801621205,-77.7601934085769
1,27,12,0,41.3031597907611,-77.7566482903777
1,27,13,0,41.3038003399118,-77.7570666641947
1,27,14,0,41.3040552009923,-77.7572301787722
1,27,15,0,41.3035313401215,-77.7578952456019
1,27,16,0,41.3041433048544,-77.7568259027648
1,27,17,0,41.3016485727827,-77.7581790019505
1,27,18,0,41.3027483346389,-77.7572991727351
1,27,19,0,41.3028786147229,-77.7602799241457
1,27,20,1,41.3027573,-77.75810727
1,28,1,0,41.3035581182053,-77.7564728249265
1,28,2,0,41.3018148089367,-77.7562383161216
1,28,3,0,41.3030788768831,-77.7564104962469
1,28,4,0,41.3029112700457,-77.7586356649509
1,28,5,0,41.3024348567311,-77.759635496594
1,28,6,0,41.3018245938019,-77.7573755312704
1,28,7,0,41.3039224972505,-77.757986603985
1,28,8,0,41.3028425820367,-77.7594902825433
1,28,9,0,41.3020415169927,-77.7573715418888
1,28,10,0,41.301979287231,-77.7567626177689
1,28,11,0,41.3022562852459,-77.7562770543775
1,28,12,0,41.302138844212,-77.7591617688785
1,28,13,0,41.3030150943403,-77.7583278116516
1,28,14,0,41.3027655976559,-77.7602211450351
1,28,15,0,41.3023632497245,-77.7581163801366
1,28,16,0,41.3037666147113,-77.7593704966111
1,28,17,0,41.3022856121192,-77.7559510868849
1,28,18,0,41.3043748166691,-77.7590348236244
1,28,19,0,41.3023521183722,-77.7596983429557
1,28,20,1,41.30274432,-77.75818501
1,29,1,0,41.3015168255116,-77.7582886214796
1,29,2,0,41.3035252113039,-77.7579182913869
1,29,3,0,41.3042831556809,-77.7584521785758
1,29,4,0,41.3031421548839,-77.7597934518686
1,29,5,0,41.3037986452942,-77.7592177596522
1,29,6,0,41.3023709590125,-77.7575372551763
