"SID","CID","Alts","Use","Lat","Long"
1,28,4,0,41.3040359684722,-77.7574769976279
1,28,5,0,41.3040072085513,-77.7584161404332
1,28,6,0,41.3039344270615,-77.7570296715819
1,28,7,0,41.3014096308084,-77.7584261152491
1,28,8,0,41.3017279863724,-77.7571584622993
1,28,9,0,41.3024026262784,-77.7596413502999
1,28,10,1,41.30274432,-77.75818501
1,29,1,0,41.3021974452233,-77.7560288212259
1,29,2,0,41.3026759085459,-77.756038965833
1,29,3,0,41.3033953044206,-77.7594219068678
1,29,4,0,41.3030057397371,-77.7587319017275
1,29,5,0,41.3016128061828,-77.7563776461872
1,29,6,0,41.3019275713222,-77.7567316455425
1,29,7,0,41.3027447746281,-77.7562739265314
1,29,8,0,41.3028476452239,-77.7592610458368
1,29,9,0,41.3027749814571,-77.758322021495
1,29,10,1,41.30272486,-77.75808136
1,30,1,0,41.3012885106282,-77.7591667185821
1,30,2,0,41.3031591795949,-77.7586174559531
1,30,3,0,41.3021937374308,-77.7603176064942
1,30,4,0,41.3015883949485,-77.7582832341179
1,30,5,0,41.3041113367382,-77.7589777855872
1,30,6,0,41.3042983433847,-77.758530912531
1,30,7,0,41.3015031888118,-77.7567287133721
1,30,8,0,41.3024915326829,-77.756738519335
1,30,9,0,41.3024257892596,-77.7558488110462
1,30,10,1,41.30255614,-77.7582282
1,31,1,0,41.3022335623619,-77.7598654029426
1,31,2,0,41.3020798688845,-77.759838284164
1,31,3,0,41.3042235024573,-77.7595735369706
1,31,4,0,41.3022182090239,-77.7561621022777
1,31,5,0,41.3030083173962,-77.7576447005562
1,31,6,0,41.3019297810246,-77.7567767586796
1,31,7,0,41.302605674847,-77.7601829767734
1,31,8,0,41.3015945938894,-77.7568128479673
1,31,9,0,41.3024571131535,-77.7558885631683
1,31,10,1,41.30285464,-77.75820229
1,32,1,0,41.3041186638557,-77.7561782873532
1,32,2,0,41.3029789954302,-77.7576634930416
1,32,3,0,41.3041892349343,-77.7568122900379
1,32,4,0,41.3042846953285,-77.7550480858827
1,32,5,0,41.302694105416,-77.7571285737339
1,32,6,0,41.3039195929091,-77.7552007245228
1,32,7,0,41.3021429734879,-77.7564398102085
1,32,8,0,41.3042534026177,-77.7554111469985
1,32,9,0,41.3027256685404,-77.7553353252227
1,32,10,1,41.30296162,-77.75645817
1,33,1,0,41.3035192820485,-77.7568862305363
1,33,2,0,41.3030538680795,-77.7562340135093
1,33,3,0,41.3028618733446,-77.7599074128396
1,33,4,0,41.301506506212,-77.7571064753606
1,33,5,0,41.3026027906131,-77.760160942253
1,33,6,0,41.3028200111146,-77.7595782593391
1,33,7,0,41.3021421556911,-77.7574573438291
1,33,8,0,41.3035299251032,-77.7602673473941
1,33,9,0,41.3041880555713,-77.7595715380853
1,33,10,1,41.30298442,-77.75809864
1,34,1,0,41.3040970350239,-77.7569941639021
1,34,2,0,41.3028542930346,-77.7598862542642
1,34,3,0,41.3025958155857,-77.756993870687
1,34,4,0,41.3036610904416,-77.7585296964319
1,34,5,0,41.3034214841419,-77.7585240675902
1,34,6,0,41.3026787997427,-77.7592952580835
1,34,7,0,41.3026574734515,-77.7580482913079
1,34,8,0,41.3032764854423,-77.758335052454
1,34,9,0,41.3033654267263,-77.7562315573183
1,34,10,1,41.30291304,-77.75809864
1,35,1,0,41.3009959583293,-77.7589110963617
1,35,2,0,41.3003730066496,-77.7585783875979
1,35,3,0,41.3015980459839,-77.7555369666381
1,35,4,0,41.3015760059481,-77.7563728767595
1,35,5,0,41.3026903697376,-77.7569668067093
1,35,6,0,41.2997975895197,-77.7581124331551
1,35,7,0,41.3020519380141,-77.7583882566377
1,35,8,0,41.3018879878045,-77.7570888582775
1,35,9,0,41.3030420121124,-77.7574355516398
1,35,10,1,41.30156331,-77.75792588
1,36,1,0,41.3014122921867,-77.7581786263906
1,36,2,0,41.3022907026576,-77.7616343013984
1,36,3,0,41.3008516641576,-77.7578671482209
1,36,4,0,41.3015884604235,-77.7596688916414
1,36,5,0,41.3028395873892,-77.7613745943199
1,36,6,0,41.3037536417525,-77.7605131078572
1,36,7,0,41.3022300517124,-77.7608149319583
1,36,8,0,41.3025428897618,-77.7582903111839
1,36,9,0,41.3024577062084,-77.7592693723819
1,36,10,1,41.30220424,-77.75940759
1,37,1,0,41.300832912822,-77.7577183018092
1,37,2,0,41.3004722164832,-77.759288961888
1,37,3,0,41.3029187319189,-77.7579936573609
1,37,4,0,41.3002865298956,-77.7559339607443
1,37,5,0,41.3022407416447,-77.7558860568416
1,37,6,0,41.3001637344485,-77.7580734853123
1,37,7,0,41.3027350381762,-77.7591420777445
1,37,8,0,41.3019407773296,-77.7598424339232
1,37,9,0,41.3010333740189,-77.7559957321563
1,37,10,1,41.30124534,-77.75785678
1,38,1,0,41.3000386605525,-77.7584856862737
1,38,2,0,41.3005755673765,-77.7574986306563
1,38,3,0,41.3014163406009,-77.7599431581577
1,38,4,0,41.3014498644356,-77.7589070308628
1,38,5,0,41.300842152862,-77.7580322337921
1,38,6,0,41.3013956663867,-77.7570847615987
1,38,7,0,41.3030289113247,-77.757269572228
1,38,8,0,41.301160282373,-77.756893690948
1,38,9,0,41.3008021599725,-77.757638329996
1,38,10,1,41.30137512,-77.75774448
1,39,1,0,41.3023777247815,-77.7581745113017
1,39,2,0,41.3029913676882,-77.7605326910216
1,39,3,0,41.3008713849874,-77.7604534142712
1,39,4,0,41.3016174401655,-77.7578355177623
1,39,5,0,41.3026907711791,-77.7574072818601
1,39,6,0,41.3030048050409,-77.7599470728144
1,39,7,0,41.303357501132,-77.7585643633091
1,39,8,0,41.302506045974,-77.7585685150799
1,39,9,0,41.3003324579684,-77.7597215033541
1,39,10,1,41.30202404,-77.75909199
1,40,1,0,41.3035387826993,-77.7580656025222
1,40,2,0,41.3025585459812,-77.7583348519227
1,40,3,0,41.3023296712631,-77.7611536270908
1,40,4,0,41.3018453797592,-77.7581464549937
1,40,5,0,41.3025729916931,-77.7582462942308
1,40,6,0,41.302433319904,-77.7567225047416
1,40,7,0,41.3022954278204,-77.7590370954821
1,40,8,0,41.3018913117917,-77.7587115552457
1,40,9,0,41.3028255253052,-77.7604765811491
1,40,10,1,41.30197212,-77.7587983
1,41,1,0,41.3026086299591,-77.7584939110565
1,41,2,0,41.3023235273625,-77.7565843131726
1,41,3,0,41.3014154143186,-77.7566595933604
1,41,4,0,41.3022872625996,-77.7564800827705
1,41,5,0,41.3007152715856,-77.758694810727
1,41,6,0,41.3015319054511,-77.7550944426498
1,41,7,0,41.3013663290943,-77.7581996488628
1,41,8,0,41.3027016053912,-77.7592078138227
1,41,9,0,41.3010838306172,-77.7577473700979
1,41,10,1,41.30180834,-77.75738744
1,42,1,0,41.3048875449898,-77.7603509199669
1,42,2,0,41.3026218789536,-77.7600358012556
1,42,3,0,41.3039674092328,-77.7576319598027
1,42,4,0,41.3026188508451,-77.7595482221381
1,42,5,0,41.3053198093826,-77.7589698414699
1,42,6,0,41.3042806470038,-77.760290854681
1,42,7,0,41.3030821081981,-77.7600283369481
1,42,8,0,41.303126715834,-77.7573918926174
1,42,9,0,41.3029549029935,-77.7603340890693
1,42,10,1,41.30393263,-77.7586255
1,43,1,0,41.3023586618531,-77.7593256753491
1,43,2,0,41.3033196275055,-77.7579032899893
1,43,3,0,41.3013364618777,-77.7568421082686
1,43,4,0,41.3023640406979,-77.7567906853488
1,43,5,0,41.301264941815,-77.7586208511902
1,43,6,0,41.3014481104127,-77.7581156639006
1,43,7,0,41.3012808420524,-77.7572812679325
1,43,8,0,41.3018560159659,-77.7574977394325
1,43,9,0,41.302382343249,-77.7599120189544
1,43,10,1,41.30207888,-77.75897802
1,44,1,0,41.3008560800619,-77.7562533855499
1,44,2,0,41.2997679282241,-77.7579174294523
1,44,3,0,41.3019574203781,-77.7563281593141
1,44,4,0,41.3003040601835,-77.7584548184758
1,44,5,0,41.3014277717218,-77.7594219842165
1,44,6,0,41.3012704898009,-77.7588037035578
1,44,7,0,41.3020116929321,-77.757012612409
1,44,8,0,41.302134031346,-77.7593771599294
1,44,9,0,41.3027444145079,-77.7590080875437
1,44,10,1,41.30130374,-77.75777904
1,45,1,0,41.3009393730518,-77.7569027363223
1,45,2,0,41.3021763106154,-77.7563494806427
1,45,3,0,41.3013457588553,-77.7588592306631
1,45,4,0,41.3004356697307,-77.7564359290009
1,45,5,0,41.3009614637609,-77.7558347727558
1,45,6,0,41.3026191983478,-77.7580958470283
1,45,7,0,41.3025039585595,-77.7589538926335
1,45,8,0,41.3025454666319,-77.7583095917207
1,45,9,0,41.3012229431666,-77.7573696492169
1,45,10,1,41.30116747,-77.75781359
1,46,1,0,41.3002548921389,-77.7573849085714
1,46,2,0,41.3011377889691,-77.7555102778582
1,46,3,0,41.3021375317252,-77.7581617399811
1,46,4,0,41.2995565947341,-77.7575006111768
1,46,5,0,41.2998242848692,-77.7566149296025
1,46,6,0,41.29983405247,-77.7589611459258
1,46,7,0,41.3006506817013,-77.7560916232205
1,46,8,0,41.3010634624161,-77.7590081673085
1,46,9,0,41.301822188269,-77.756985245351
1,46,10,1,41.3012064,-77.75774448
1,47,1,0,41.3012828987424,-77.7582594531199
1,47,2,0,41.301347746014,-77.7601149898781
1,47,3,0,41.3022934677217,-77.7588091648242
1,47,4,0,41.3007815428749,-77.7577951923902
1,47,5,0,41.3011361204195,-77.7558879757549
1,47,6,0,41.3019602304755,-77.7576110182052
1,47,7,0,41.3024506220536,-77.7589058837174
1,47,8,0,41.3006606364951,-77.7564629095832
1,47,9,0,41.3003993247093,-77.7593878791582
1,47,10,1,41.30144001,-77.75794315
1,48,1,0,41.3041337825906,-77.7566033034707
1,48,2,0,41.3042863130904,-77.7584577429272
1,48,3,0,41.3031644930571,-77.7560285352069
1,48,4,0,41.3013309317325,-77.756636126724
1,48,5,0,41.302799335984,-77.7598061728659
1,48,6,0,41.3030916240884,-77.7587838627695
1,48,7,0,41.3024631262223,-77.7562446179761
1,48,8,0,41.3033829277748,-77.7596284987727
1,48,9,0,41.3023001477259,-77.7578457736375
1,48,10,1,41.3027573,-77.7578395
1,49,1,0,41.3008446737882,-77.7585662317425
1,49,2,0,41.301999880548,-77.7593454121482
1,49,3,0,41.3037745521751,-77.7565783046898
1,49,4,0,41.3039121508742,-77.7578491507215
1,49,5,0,41.3012776971691,-77.7589117699412
1,49,6,0,41.3036520860332,-77.7569056420822
1,49,7,0,41.3032381450771,-77.7584585181664
1,49,8,0,41.3008234506256,-77.7572159165138
1,49,9,0,41.3012801772758,-77.7589024144084
1,49,10,1,41.30226413,-77.75721757
1,50,1,0,41.3034850794404,-77.7600638064454
1,50,2,0,41.3011038234179,-77.7569921069243
1,50,3,0,41.3016631158023,-77.7602719586092
1,50,4,0,41.3034915282689,-77.7569592676943
1,50,5,0,41.3025099123841,-77.7584376640707
1,50,6,0,41.3028498937706,-77.7565911995731
1,50,7,0,41.3024701357172,-77.7578240604946
1,50,8,0,41.301346426433,-77.7587580172412
1,50,9,0,41.3010841025775,-77.7570792285353
1,50,10,1,41.3025237,-77.75823684
1,51,1,0,41.3009833570968,-77.7586596746646
1,51,2,0,41.3003359470474,-77.7589576441453
1,51,3,0,41.3013875664506,-77.7585621509968
1,51,4,0,41.3010452844547,-77.7590090930117
1,51,5,0,41.3032239317337,-77.7595071883788
1,51,6,0,41.3036388795931,-77.758239836208
1,51,7,0,41.3025294989413,-77.7591526939591
1,51,8,0,41.3020208471114,-77.7597161329632
1,51,9,0,41.300774004753,-77.7581808273397
1,51,10,1,41.30209542,-77.75890196
1,52,1,0,41.3007922910121,-77.7563430005335
1,52,2,0,41.3032413054313,-77.7589284343507
1,52,3,0,41.301446149911,-77.7597646861795
1,52,4,0,41.3022711538541,-77.7572928914117
1,52,5,0,41.3026608489039,-77.7570342628076
1,52,6,0,41.302519956766,-77.7585910049679
1,52,7,0,41.3024249467013,-77.7579956233786
1,52,8,0,41.3019027175854,-77.7589636813871
1,52,9,0,41.3025905450413,-77.7596578085764
1,52,10,1,41.30215382,-77.75760628
1,53,1,0,41.302976352549,-77.7585025892356
1,53,2,0,41.3019048624185,-77.7567253897888
1,53,3,0,41.3017908847243,-77.757347551993
1,53,4,0,41.3024836487238,-77.7592311720267
1,53,5,0,41.3006883343016,-77.7586099238316
1,53,6,0,41.3022957039067,-77.7562538622505
1,53,7,0,41.3013360240699,-77.7586896033508
1,53,8,0,41.301754887054,-77.758158575144
1,53,9,0,41.3009443629374,-77.7557073688301
1,53,10,1,41.30151139,-77.75757173
1,54,1,0,41.3036192132849,-77.7572489815679
1,54,2,0,41.3016623126726,-77.757059959541
1,54,3,0,41.3016752453873,-77.7573514594884
1,54,4,0,41.3024721146082,-77.7583306681557
1,54,5,0,41.3013554026902,-77.7587971912276
1,54,6,0,41.3007579547921,-77.7594232283778
1,54,7,0,41.3024652717279,-77.7590636399158
1,54,8,0,41.3026489946279,-77.7573906872732
1,54,9,0,41.3030142279685,-77.7577854441934
1,54,10,1,41.30221222,-77.75853917
1,55,1,0,41.3039667430041,-77.7584467425812
1,55,2,0,41.3026556457184,-77.7595236763499
1,55,3,0,41.3041450721049,-77.7597692953383
1,55,4,0,41.3019838185838,-77.7604670920321
1,55,5,0,41.3033704007422,-77.7607053986207
1,55,6,0,41.3017604308874,-77.7601330509049
1,55,7,0,41.3020495440903,-77.7570345654293
1,55,8,0,41.3043295680926,-77.758863425127
1,55,9,0,41.3038192202858,-77.7595403905384
1,55,10,1,41.3026919,-77.75917604
1,56,1,0,41.3005254678572,-77.7592731041432
1,56,2,0,41.3031733925391,-77.7591268011284
1,56,3,0,41.3036811964289,-77.7587571971041
1,56,4,0,41.3005251851096,-77.7585068937507
1,56,5,0,41.3012070512583,-77.7572563494418
1,56,6,0,41.3017596486199,-77.7592584357921
1,56,7,0,41.303151712203,-77.7587874099387
1,56,8,0,41.3034849597698,-77.7581728688897
1,56,9,0,41.3030138301309,-77.7583919236734
1,56,10,1,41.3020435,-77.75805545
1,57,1,0,41.3016062482084,-77.7560426984469
1,57,2,0,41.3009146394839,-77.7582552776776
1,57,3,0,41.301519806174,-77.7565880869242
1,57,4,0,41.2995737691889,-77.7560344950381
1,57,5,0,41.3005049119867,-77.7564035483581
1,57,6,0,41.3024284744332,-77.7554634002723
1,57,7,0,41.3005247249401,-77.7554990007012
1,57,8,0,41.3013284520871,-77.7564852636772
1,57,9,0,41.3007529477969,-77.756883030033
1,57,10,1,41.30116669,-77.75691514
1,58,1,0,41.302361809294,-77.7561100630399
1,58,2,0,41.302386703231,-77.7575224218437
