"SID","CID","Alts","Use","Lat","Long","iqr_100","p75_100","p90_100","perc5to1_100","percfirst5to1_100","rugosity_100"
1,19,1,0,41.3015615085398,-77.7584485785707,6.95286846160889,7.00693893432617,9.35292530059814,13.6138181686401,9.29113388061523,2.08169674873352
1,19,2,0,41.3013617920256,-77.757262862934,6.78002834320068,6.80698394775391,9.17132472991943,14.0020046234131,10.0828638076782,2.0461597442627
1,19,3,0,41.2998230435411,-77.7591948962541,7.57639455795288,7.61596918106079,9.99987316131592,14.7276649475098,9.65535926818848,1.35462439060211
1,19,4,0,41.3005100590305,-77.7593091649105,7.42748308181763,7.48643445968628,10.0162725448608,15.3889179229736,10.1973562240601,1.31909024715424
1,19,5,1,41.30010247,-77.75766805,6.66817474365234,6.69783449172974,8.93556022644043,13.3792362213135,9.4212703704834,2.18548154830933
1,20,1,0,41.3024251396738,-77.7562945814784,8.16744899749756,8.21027755737305,10.7273921966553,14.413592338562,10.1842603683472,1.03459370136261
1,20,2,0,41.3008771707785,-77.7559170787314,7.87908172607422,7.90209770202637,10.1097478866577,14.7862024307251,10.1119251251221,0.952847421169281
1,20,3,0,41.3020619048495,-77.7553982784744,7.69648504257202,7.73487520217896,10.0059680938721,15.0617752075195,10.5886754989624,0.975987195968628
1,20,4,0,41.3026333946656,-77.7578152929267,7.8969612121582,7.91055536270142,10.1770362854004,11.1516723632812,7.2766261100769,2.21529412269592
1,20,5,1,41.30248102,-77.75614482,8.13345813751221,8.17807865142822,10.6902542114258,14.591944694519,10.5706653594971,1.0765084028244
1,21,1,0,41.3034364983926,-77.7579080560218,8.67419528961182,8.69853782653809,11.1014175415039,10.3512363433838,7.13991117477417,2.34904432296753
1,21,2,0,41.3009648533776,-77.7597706202143,7.67551040649414,7.73265886306763,10.3786354064941,15.340446472168,10.5901832580566,1.16257357597351
1,21,3,0,41.3006592432946,-77.7586631545544,7.02045917510986,7.08397960662842,9.55416297912598,15.9426183700562,11.12082862854,1.68490386009216
1,21,4,0,41.3020591226266,-77.7569815471461,7.38395690917969,7.40400218963623,9.70749473571777,12.9562788009644,9.22469902038574,1.71260273456573
1,21,5,1,41.30203701,-77.75804681,6.938072681427,6.97149085998535,9.22950553894043,12.532543182373,8.50855159759521,2.2818238735199
1,22,1,0,41.3030187532499,-77.7598661156828,10.1210145950317,10.2324485778809,12.9561567306519,11.1464738845825,7.03882217407227,1.15413081645966
1,22,2,0,41.3022900155635,-77.7571101862111,7.56178569793701,7.57693862915039,9.85346221923828,12.0471715927124,8.32554149627686,1.91901624202728
1,22,3,0,41.3010479666316,-77.7575194544933,6.56837844848633,6.59746599197388,8.96018409729004,14.5898876190186,10.6144666671753,2.18692636489868
1,22,4,0,41.3027189733035,-77.7575630841234,8.18209743499756,8.1954984664917,10.4610500335693,11.126296043396,7.26486301422119,2.07720565795898
1,22,5,1,41.30205648,-77.75800362,6.92984104156494,6.95668363571167,9.21787261962891,12.6225061416626,8.74453735351562,2.27651810646057
1,23,1,0,41.3031626308568,-77.759404136637,9.52594661712646,9.65352058410645,12.2821569442749,10.8139114379883,6.66813564300537,1.51366245746613
1,23,2,0,41.3014215420835,-77.7599267623705,8.12479019165039,8.18735218048096,10.7984056472778,13.9649887084961,9.64967441558838,1.19032323360443
1,23,3,0,41.3013676602795,-77.7600511206395,8.17847537994385,8.23959159851074,10.8345756530762,13.8996715545654,9.76574611663818,1.19411516189575
1,23,4,0,41.302385806624,-77.7602573586075,9.76438808441162,9.82154178619385,12.4266481399536,11.9611530303955,7.87927484512329,1.00074815750122
1,23,5,1,41.30162644,-77.75906813,7.79725074768066,7.85503387451172,10.3973579406738,13.9581460952759,9.1604700088501,1.41970670223236
1,24,1,0,41.3019337881379,-77.7583409319429,6.88937664031982,6.93791961669922,9.23868942260742,12.7256126403809,8.5803689956665,2.18061304092407
1,24,2,0,41.3010329894828,-77.7593284963661,7.63256788253784,7.686354637146,10.2450313568115,15.7532606124878,10.7268829345703,1.12484884262085
1,24,3,0,41.3020108159549,-77.7592410061983,8.39407634735107,8.4432258605957,10.9712581634521,13.004711151123,8.42574119567871,1.27530443668365
1,24,4,0,41.3008506273496,-77.7590603908648,7.62459182739258,7.688072681427,10.2211675643921,15.9394407272339,10.541919708252,1.27748680114746
1,24,5,1,41.30227062,-77.75823684,7.181077003479,7.22982978820801,9.51014709472656,11.6629486083984,7.65800857543945,2.24901914596558
1,25,1,0,41.302206209251,-77.7560012074087,7.87045335769653,7.91490364074707,10.3494215011597,14.836893081665,10.4792146682739,1.03958606719971
1,25,2,0,41.303669712303,-77.7578677842058,8.69778347015381,8.72820854187012,11.1379117965698,10.4149770736694,7.21218299865723,2.30739140510559
1,25,3,0,41.3020909836927,-77.7582514782561,6.93776082992554,6.98441028594971,9.23712062835693,12.3644752502441,8.26199913024902,2.2660608291626
1,25,4,0,41.3027753404234,-77.755022564334,7.79424619674683,7.86420059204102,10.3306798934937,15.1222152709961,11.1241254806519,1.13557469844818
1,25,5,1,41.30281414,-77.75701712,8.64701843261719,8.68178558349609,11.0658483505249,12.0059156417847,8.18437767028809,1.53428256511688
1,26,1,0,41.3023015235369,-77.7563896840915,8.24052715301514,8.27754497528076,10.7895078659058,14.2254199981689,9.90254974365234,1.01189076900482
1,26,2,0,41.3010152813332,-77.7578052867158,6.40790796279907,6.45079374313354,8.81821060180664,14.8145008087158,10.8607578277588,2.18995761871338
1,26,3,0,41.3015265862948,-77.7562644991717,7.65740919113159,7.68969392776489,10.0194902420044,15.0738220214844,10.6031055450439,1.01793742179871
1,26,4,0,41.3020140153898,-77.7558786968084,7.73073148727417,7.76791954040527,10.1406030654907,14.9206256866455,10.5170755386353,1.05531167984009
1,26,5,1,41.30259508,-77.7580209,7.65836143493652,7.68247175216675,9.96327209472656,11.0948820114136,7.19704008102417,2.29214859008789
1,27,1,0,41.301069743401,-77.7584117096385,6.70202398300171,6.75129270553589,9.17149448394775,15.1311073303223,10.9096336364746,2.03204274177551
1,27,2,0,41.3033820782391,-77.7583534586844,8.38791942596436,8.41307258605957,10.8289527893066,9.86242961883545,6.54319095611572,2.5049467086792
1,27,3,0,41.3025794251292,-77.7562040874441,8.2493257522583,8.29407596588135,10.8338432312012,14.376880645752,10.4094018936157,1.08120918273926
1,27,4,0,41.3027133266325,-77.7575324059731,8.18209743499756,8.1954984664917,10.4610500335693,11.126296043396,7.26486301422119,2.07720565795898
1,27,5,1,41.3027573,-77.75810727,7.84275531768799,7.86664390563965,10.1721773147583,10.9358386993408,7.17255830764771,2.34374856948853
1,28,1,0,41.3031758730631,-77.7564212829684,9.12155342102051,9.17765331268311,11.7714786529541,13.8566055297852,9.92548751831055,1.07987856864929
1,28,2,0,41.3015964802774,-77.7580948414206,6.80211448669434,6.83797073364258,9.1770544052124,13.6842441558838,9.53055858612061,2.14665699005127
1,28,3,0,41.3040135636114,-77.7586325315262,8.67205810546875,8.76662158966064,11.1960611343384,9.05781650543213,5.98712301254272,2.61797213554382
1,28,4,0,41.3033163983965,-77.7587351022222,8.35522079467773,8.41944408416748,10.8874673843384,9.8978796005249,6.38903856277466,2.45607376098633
1,28,5,1,41.30274432,-77.75818501,7.84275531768799,7.86664390563965,10.1721773147583,10.9358386993408,7.17255830764771,2.34374856948853
1,29,1,0,41.3025688517167,-77.7582744538852,7.53616189956665,7.57560110092163,9.86136531829834,10.9795532226562,7.05598163604736,2.28814768791199
1,29,2,0,41.3032720872334,-77.7561197494612,8.82273769378662,8.88820266723633,11.4930858612061,14.2403717041016,10.2577066421509,1.12971067428589
1,29,3,0,41.3030415253242,-77.7593682563672,9.52053833007812,9.63129806518555,12.2787160873413,11.1847734451294,7.04267072677612,1.44119155406952
1,29,4,0,41.3018618906898,-77.7594470858939,8.47482967376709,8.53384876251221,11.082802772522,13.6321229934692,9.0178918838501,1.07723927497864
1,29,5,1,41.30272486,-77.75808136,7.8405556678772,7.86172914505005,10.1781930923462,11.0853385925293,7.35115957260132,2.31476163864136
1,30,1,0,41.3039022346204,-77.7590274612035,8.87333297729492,9.00860500335693,11.5040683746338,8.15296840667725,5.16854667663574,2.41287755966187
1,30,2,0,41.301663165091,-77.7589939193244,7.79725074768066,7.85503387451172,10.3973579406738,13.9581460952759,9.1604700088501,1.41970670223236
1,30,3,0,41.3032111928824,-77.7603083308883,10.882227897644,11.0081062316895,13.7758779525757,9.86644268035889,5.83447551727295,1.09035730361938
1,30,4,0,41.3012943213546,-77.7586727136321,7.06638336181641,7.10934257507324,9.50276851654053,14.6499328613281,10.2633228302002,1.8852014541626
1,30,5,1,41.30255614,-77.7582282,7.47765302658081,7.51616191864014,9.80610847473145,11.0215749740601,7.14445114135742,2.29379177093506
1,31,1,0,41.3029985415613,-77.7568509389526,9.1771993637085,9.22549915313721,11.7462520599365,12.7123527526855,8.70089340209961,1.28923559188843
1,31,2,0,41.3025324285661,-77.7598411237346,9.67312908172607,9.76018714904785,12.3634939193726,11.9747180938721,7.54152631759644,1.04487788677216
1,31,3,0,41.3016322846917,-77.7593208060815,8.09274387359619,8.14835643768311,10.7692174911499,14.0731077194214,9.34920597076416,1.15108215808868
1,31,4,0,41.3043063913857,-77.7579439291344,8.80903625488281,8.84511947631836,11.2891750335693,10.2286701202393,6.79579019546509,2.34903430938721
1,31,5,1,41.30285464,-77.75820229,7.93638324737549,7.96213150024414,10.2824621200562,10.6811056137085,7.03243541717529,2.36654376983643
1,32,1,0,41.3021139238636,-77.75451691584,7.85810661315918,7.90287399291992,10.1244058609009,15.1203451156616,10.4116926193237,0.946479320526123
1,32,2,0,41.3023261867032,-77.7569391982424,7.8813943862915,7.91321992874146,10.2764263153076,12.8535614013672,8.8554515838623,1.4779999256134
1,32,3,0,41.3039206647461,-77.7551044637802,8.14119625091553,8.22560119628906,10.7859754562378,13.7836332321167,10.331223487854,1.20225811004639
1,32,4,0,41.3028910234762,-77.7552929660792,7.88278913497925,7.96865653991699,10.5133466720581,15.1839237213135,11.158522605896,1.18451535701752
1,32,5,1,41.30296162,-77.75645817,8.97041416168213,9.02049922943115,11.6001176834106,13.7277851104736,9.87267971038818,1.07124149799347
1,33,1,0,41.3034957004371,-77.7603630072268,11.2340135574341,11.4021368026733,14.1370410919189,8.50346660614014,4.75309896469116,1.11956107616425
1,33,2,0,41.3024394694632,-77.7572625838731,7.78621292114258,7.80768728256226,10.0940456390381,11.6654148101807,7.86027002334595,1.94133245944977
1,33,3,0,41.301698245325,-77.7572230856182,6.86557245254517,6.89003419876099,9.22951030731201,13.4205665588379,9.73375606536865,2.01602697372437
1,33,4,0,41.3013153524002,-77.7585278008314,6.85879230499268,6.90263032913208,9.31334495544434,14.633095741272,10.3487777709961,2.00963616371155
1,33,5,1,41.30298442,-77.75809864,8.05833339691162,8.07730770111084,10.416540145874,10.8744401931763,7.18971967697144,2.34699320793152
1,34,1,0,41.3030113232837,-77.7566870849334,9.3143253326416,9.36440467834473,11.9039707183838,13.1622714996338,9.11495685577393,1.1074321269989
1,34,2,0,41.3043571870999,-77.7573879432363,9.29422950744629,9.33019256591797,11.7374877929688,12.0086669921875,8.20940971374512,1.51075708866119
1,34,3,0,41.3014681154364,-77.7577280391433,6.6436562538147,6.67018127441406,9.01494789123535,13.8749160766602,9.89027118682861,2.15882229804993
1,34,4,0,41.3022995792622,-77.7566477538261,8.26022148132324,8.29435920715332,10.7637500762939,13.6507816314697,9.27539539337158,1.14808487892151
1,34,5,1,41.30291304,-77.75809864,8.05833339691162,8.07730770111084,10.416540145874,10.8744401931763,7.18971967697144,2.34699320793152
1,35,1,0,41.3011616303637,-77.7593415857299,7.71325969696045,7.75783443450928,10.3284902572632,15.4048128128052,10.4285001754761,1.10940361022949
1,35,2,0,41.3009299498744,-77.7595615881075,7.63664960861206,7.70520973205566,10.3382635116577,15.4527359008789,10.5042161941528,1.1641446352005
1,35,3,0,41.3018621194279,-77.7578868443264,6.71180820465088,6.7384352684021,9.04345321655273,13.2941856384277,9.40541839599609,2.23022246360779
1,35,4,0,41.3010820559756,-77.7598984627153,7.83791971206665,7.8960542678833,10.5463399887085,14.6780042648315,10.2129831314087,1.17882180213928
1,35,5,1,41.30156331,-77.75792588,6.70234107971191,6.73284578323364,9.07241725921631,13.729700088501,9.66348934173584,2.17332720756531
1,36,1,0,41.3026835516981,-77.7607241575612,10.7188091278076,10.8096828460693,13.4817190170288,11.5309009552002,7.10303497314453,0.980173766613007
1,36,2,0,41.3017900521415,-77.7597062789289,8.49418354034424,8.55654716491699,11.1027660369873,13.4444217681885,9.13953018188477,1.16002810001373
1,36,3,0,41.3037481225332,-77.7587688816632,8.42884922027588,8.53590679168701,11.0544691085815,9.60995578765869,6.35115194320679,2.56315207481384
1,36,4,0,41.3021377970832,-77.7573873373168,7.30837297439575,7.32507371902466,9.59360313415527,11.9052209854126,8.29418468475342,2.12944984436035
1,36,5,1,41.30220424,-77.75940759,8.90580463409424,8.95476722717285,11.4927892684937,12.8539876937866,8.21805953979492,1.08922100067139
1,37,1,0,41.3016202345395,-77.7593428403241,8.02338409423828,8.0783166885376,10.6936054229736,14.2203855514526,9.51239681243896,1.12899601459503
1,37,2,0,41.3019954698912,-77.7594395124971,8.58328819274902,8.64222812652588,11.1911249160767,13.4259805679321,8.79281806945801,1.05075633525848
1,37,3,0,41.301809508316,-77.7599000478884,8.61115646362305,8.67423439025879,11.210898399353,13.254620552063,8.9896764755249,1.16536128520966
1,37,4,0,41.3006606276663,-77.758381841457,6.50522089004517,6.55585050582886,8.93588447570801,15.1817140579224,10.7546577453613,2.00005960464478
1,37,5,1,41.30124534,-77.75785678,6.59580516815186,6.63074827194214,8.99797058105469,14.3702220916748,10.4024152755737,2.17688369750977
1,38,1,0,41.301801855628,-77.758471284118,7.01356554031372,7.06604862213135,9.38411521911621,12.8529052734375,8.61779403686523,2.09803509712219
1,38,2,0,41.3005863045692,-77.7587819866887,7.39975070953369,7.45863962173462,9.99812698364258,15.9465808868408,10.7678737640381,1.47757256031036
1,38,3,0,41.3023287234807,-77.7559202951055,7.89541959762573,7.94362831115723,10.4344444274902,14.9701366424561,10.8080587387085,1.0578625202179
1,38,4,0,41.3006466725006,-77.7584398893508,6.60632658004761,6.6596827507019,9.06580924987793,15.3518514633179,10.8684759140015,1.9139416217804
1,38,5,1,41.30137512,-77.75774448,6.59925746917725,6.62667798995972,8.99246692657471,14.190390586853,10.2350254058838,2.16028308868408
1,39,1,0,41.3027550453243,-77.7598771591473,9.79461479187012,9.90141201019287,12.5611228942871,11.9070177078247,7.65424489974976,1.09647941589355
1,39,2,0,41.3023800754505,-77.7612055250338,9.99160385131836,10.0611000061035,12.7888031005859,12.7974586486816,8.79421901702881,1.09935617446899
1,39,3,0,41.3014767954138,-77.7589223825633,7.73643970489502,7.79570293426514,10.2916278839111,14.3410043716431,9.41289520263672,1.4530246257782
