"","SID","CID","Alts","Use","Lat","Long"
"79",1,1,3,0,41.3012433699649,-77.7587760738821
"80",1,1,4,0,41.3007802704288,-77.7610379075987
"81",1,1,5,1,41.30094163,-77.75875478
"82",1,1,1,0,41.3028790631207,-77.7579981429063
"83",1,1,2,0,41.3026341414323,-77.7594527556414
"84",1,1,3,0,41.3014073347379,-77.755484045485
"85",1,1,4,0,41.3004054794597,-77.7574869816819
"86",1,1,5,1,41.30171905,-77.75780495
"87",1,1,1,0,41.3015426742154,-77.7601018979295
"88",1,1,2,0,41.3029702255789,-77.7562808059798
"89",1,1,3,0,41.3016770832994,-77.7568678590133
"90",1,1,4,0,41.3033255420815,-77.7582131478539
"91",1,1,5,1,41.30202404,-77.75791724
"92",1,1,1,0,41.3008823906245,-77.7563857092836
"93",1,1,2,0,41.3006153794286,-77.7582549464445
"94",1,1,3,0,41.301532880545,-77.7579525540868
"95",1,1,4,0,41.3007406985306,-77.7583480446479
"96",1,1,5,1,41.30010247,-77.75766805
"97",1,1,1,0,41.3021327936207,-77.756720272307
"98",1,1,2,0,41.3035333278763,-77.7561623064306
"99",1,1,3,0,41.301974652209,-77.7549605496383
"100",1,1,4,0,41.3032672793676,-77.7554643531966
"101",1,1,5,1,41.30248102,-77.75614482
"102",1,1,1,0,41.3027297733323,-77.7568263556671
"103",1,1,2,0,41.3031494157262,-77.7564081481189
"104",1,1,3,0,41.3020135281587,-77.75938483316
"105",1,1,4,0,41.3026328273569,-77.7580051777041
"106",1,1,5,1,41.30203701,-77.75804681
"107",1,1,1,0,41.30164387527,-77.7558377081423
"108",1,1,2,0,41.3034673539159,-77.7572091972527
"109",1,1,3,0,41.3018318152881,-77.7586465662072
"110",1,1,4,0,41.303052859417,-77.7573757803279
"111",1,1,5,1,41.30205648,-77.75800362
"112",1,1,1,0,41.3010273604374,-77.7586621286913
"113",1,1,2,0,41.3030568283328,-77.7599340011323
"114",1,1,3,0,41.3017574937311,-77.7600605439893
"115",1,1,4,0,41.3028637720214,-77.7596860089702
"116",1,1,5,1,41.30162644,-77.75906813
"117",1,1,1,0,41.3028176418936,-77.7596843108167
"118",1,1,2,0,41.303811124962,-77.7585687750155
"119",1,1,3,0,41.3025218983399,-77.7603743680728
"120",1,1,4,0,41.3010669545117,-77.7572585469854
"121",1,1,5,1,41.30227062,-77.75823684
"122",1,1,1,0,41.3025312789172,-77.7564721275331
"123",1,1,2,0,41.3033592257212,-77.757509639424
"124",1,1,3,0,41.3035326355468,-77.7554951021382
"125",1,1,4,0,41.3018278859347,-77.7573118721975
"126",1,1,5,1,41.30281414,-77.75701712
"127",1,1,1,0,41.3013602196197,-77.759054450105
"128",1,1,2,0,41.3017224127289,-77.7570583096437
"129",1,1,3,0,41.301732298747,-77.7561553141759
"130",1,1,4,0,41.3026966471474,-77.7598966804672
"131",1,1,5,1,41.30259508,-77.7580209
"132",1,1,1,0,41.3028879313639,-77.7603804023553
"133",1,1,2,0,41.3011211311745,-77.7583958353192
"134",1,1,3,0,41.3036106173545,-77.7595422402174
"135",1,1,4,0,41.3038382641855,-77.7596766662889
"136",1,1,5,1,41.3027573,-77.75810727
"137",1,1,1,0,41.3035540986535,-77.7567773563603
"138",1,1,2,0,41.3030119986312,-77.7605207983893
"139",1,1,3,0,41.3022968397891,-77.759612080495
"140",1,1,4,0,41.3037799094282,-77.7572610127319
"141",1,1,5,1,41.30274432,-77.75818501
"142",1,1,1,0,41.3039660840925,-77.7565432181253
"143",1,1,2,0,41.3030274852493,-77.7586182006555
"144",1,1,3,0,41.302952231319,-77.7597799994094
"145",1,1,4,0,41.3021317498464,-77.7596201536371
"146",1,1,5,1,41.30272486,-77.75808136
"147",1,1,1,0,41.3041320792255,-77.758578698931
"148",1,1,2,0,41.3022434498284,-77.7601568190163
"149",1,1,3,0,41.3017144419848,-77.7583239744259
"150",1,1,4,0,41.3029364107041,-77.7598631886711
"151",1,1,5,1,41.30255614,-77.7582282
"152",1,1,1,0,41.3034293196259,-77.7568548501928
"153",1,1,2,0,41.3037284985403,-77.757721468727
"154",1,1,3,0,41.3041487440518,-77.7572780850076
"155",1,1,4,0,41.3029001302674,-77.7588062913739
"156",1,1,5,1,41.30285464,-77.75820229
"157",1,1,1,0,41.3019414454406,-77.7564860241367
"158",1,1,2,0,41.304033602636,-77.7555082280862
"159",1,1,3,0,41.304637545818,-77.7557334165846
"160",1,1,4,0,41.3039889462912,-77.7555344477061
"161",1,1,5,1,41.30296162,-77.75645817
"162",1,1,1,0,41.3016565184445,-77.7585110446473
"163",1,1,2,0,41.3026655349366,-77.7603076865872
"164",1,1,3,0,41.3018337995253,-77.7564262265026
"165",1,1,4,0,41.3030178968008,-77.7574934044411
"166",1,1,5,1,41.30298442,-77.75809864
"167",1,1,1,0,41.3022180727695,-77.7594904505978
"168",1,1,2,0,41.3030397541043,-77.7578091021537
"169",1,1,3,0,41.3028364390927,-77.7587171052639
"170",1,1,4,0,41.3032534388934,-77.7565018582197
"171",1,1,5,1,41.30291304,-77.75809864
"172",1,1,1,0,41.3011400954233,-77.7568255458248
"173",1,1,2,0,41.3009945955537,-77.7600695893774
"174",1,1,3,0,41.3011226992455,-77.758667001016
"175",1,1,4,0,41.3015593463139,-77.7593542843338
"176",1,1,5,1,41.30156331,-77.75792588
"177",1,1,1,0,41.3015393188151,-77.760474757092
"178",1,1,2,0,41.3026133437719,-77.7607538311996
"179",1,1,3,0,41.3023218562633,-77.7590750672717
"180",1,1,4,0,41.3006309029803,-77.7585660321317
"181",1,1,5,1,41.30220424,-77.75940759
"182",1,1,1,0,41.3028307468458,-77.7568694392704
"183",1,1,2,0,41.3024277371358,-77.7570294437915
"184",1,1,3,0,41.3010141906119,-77.7598710799483
"185",1,1,4,0,41.3008545975226,-77.758431367847
"186",1,1,5,1,41.30124534,-77.75785678
"187",1,1,1,0,41.3026163966336,-77.758295856124
"188",1,1,2,0,41.3005244047468,-77.7597336679159
"189",1,1,3,0,41.3019754721957,-77.7575401026021
"190",1,1,4,0,41.3003089378444,-77.7570314043
"191",1,1,5,1,41.30137512,-77.75774448
"192",1,1,1,0,41.3022481085946,-77.7591973853076
"193",1,1,2,0,41.3026181461506,-77.7572204696801
"194",1,1,3,0,41.3011490644799,-77.7588079393285
"195",1,1,4,0,41.3018173850284,-77.7570962756623
"196",1,1,5,1,41.30202404,-77.75909199
"197",1,1,1,0,41.3030150877371,-77.7582572960585
"198",1,1,2,0,41.3008176405908,-77.7595902620955
"199",1,1,3,0,41.301486989193,-77.7594394860153
"200",1,1,4,0,41.3033994810404,-77.7601181833179
"201",1,1,5,1,41.30197212,-77.7587983
"202",1,1,1,0,41.30263832119,-77.7580727224521
"203",1,1,2,0,41.301010530955,-77.756384505425
"204",1,1,3,0,41.3016762639971,-77.7572615913513
"205",1,1,4,0,41.3020571534951,-77.7550371152627
"206",1,1,5,1,41.30180834,-77.75738744
"207",1,1,1,0,41.304741963521,-77.7603125829008
"208",1,1,2,0,41.3033052271977,-77.7574970794888
"209",1,1,3,0,41.3055148787231,-77.7588279469467
"210",1,1,4,0,41.3028526828191,-77.7601837243474
"211",1,1,5,1,41.30393263,-77.7586255
"212",1,1,1,0,41.3026512805005,-77.7588888215484
"213",1,1,2,0,41.3023955298596,-77.7602856232537
"214",1,1,3,0,41.3011999327489,-77.760704636697
"215",1,1,4,0,41.3015652133245,-77.7579492799794
"216",1,1,5,1,41.30207888,-77.75897802
"217",1,1,1,0,41.3018833913014,-77.7557747132643
"218",1,1,2,0,41.3007116274327,-77.7569462688228
"219",1,1,3,0,41.2997798708353,-77.7572770691119
"220",1,1,4,0,41.3017090909219,-77.7566980270893
"221",1,1,5,1,41.30130374,-77.75777904
"222",1,1,1,0,41.3011170181746,-77.7561530262704
"223",1,1,2,0,41.2996825545999,-77.7584273235225
"224",1,1,3,0,41.2995489033811,-77.7576581507712
"225",1,1,4,0,41.3012196854077,-77.7596408957005
"226",1,1,5,1,41.30116747,-77.75781359
"227",1,1,1,0,41.3018450922438,-77.7559740945244
"228",1,1,2,0,41.2999830918395,-77.7589148424547
"229",1,1,3,0,41.3015113815614,-77.7567831010527
"230",1,1,4,0,41.3003199958206,-77.7587799682913
"231",1,1,5,1,41.3012064,-77.75774448
"232",1,1,1,0,41.30037920683,-77.7594075188054
"233",1,1,2,0,41.3016195136032,-77.7582349574534
"234",1,1,3,0,41.301635587083,-77.7599790141829
"235",1,1,4,0,41.3015338903941,-77.7559757858298
"236",1,1,5,1,41.30144001,-77.75794315
"237",1,1,1,0,41.3025130356553,-77.7587433766326
"238",1,1,2,0,41.3026659318308,-77.7578833254248
"239",1,1,3,0,41.3030689483196,-77.7561839949563
"240",1,1,4,0,41.3033261266512,-77.758055684942
"241",1,1,5,1,41.3027573,-77.7578395
"242",1,1,1,0,41.3021152556045,-77.7556415543755
"243",1,1,2,0,41.3031268045832,-77.7558935870773
"244",1,1,3,0,41.301659053321,-77.7556530109126
"245",1,1,4,0,41.3007273167176,-77.7560652298506
"246",1,1,5,1,41.30226413,-77.75721757
"247",1,1,1,0,41.3028755913723,-77.7579329059865
"248",1,1,2,0,41.3028198048594,-77.7601265998202
"249",1,1,3,0,41.3031768168683,-77.7584175311481
"250",1,1,4,0,41.3013340987386,-77.7571528889914
"251",1,1,5,1,41.3025237,-77.75823684
"252",1,1,1,0,41.3020484197342,-77.7605877628653
"253",1,1,2,0,41.3035502038871,-77.7582049405797
"254",1,1,3,0,41.3023084031994,-77.7607281667726
"255",1,1,4,0,41.301723916527,-77.7574990888773
"256",1,1,5,1,41.30209542,-77.75890196
"257",1,1,1,0,41.3013421822844,-77.7556595927359
"258",1,1,2,0,41.3019143199842,-77.7580743239238
"259",1,1,3,0,41.3022091867482,-77.7573596441577
"260",1,1,4,0,41.3017906823952,-77.7593905084483
"261",1,1,5,1,41.30215382,-77.75760628
"262",1,1,1,0,41.2998325566561,-77.7582889216247
"263",1,1,2,0,41.3024189280368,-77.7571234566105
"264",1,1,3,0,41.3023437163404,-77.7555517206794
"265",1,1,4,0,41.3015166783551,-77.7578075096917
"266",1,1,5,1,41.30151139,-77.75757173
"267",1,1,1,0,41.3031369617096,-77.7594187933425
"268",1,1,2,0,41.3025920089175,-77.7578091517332
"269",1,1,3,0,41.3023974204191,-77.7580483693486
"270",1,1,4,0,41.3017151956293,-77.7583914258474
"271",1,1,5,1,41.30221222,-77.75853917
"272",1,1,1,0,41.3033079225953,-77.7611329696472
"273",1,1,2,0,41.3028921649186,-77.7589572753921
"274",1,1,3,0,41.3015846484244,-77.757426125781
"275",1,1,4,0,41.3025030911921,-77.7612791456913
"276",1,1,5,1,41.3026919,-77.75917604
"277",1,1,1,0,41.302270679816,-77.7567948426765
"278",1,1,2,0,41.3017724226906,-77.7573062854076
"279",1,1,3,0,41.3021562046736,-77.7602624229518
"280",1,1,4,0,41.3006816966925,-77.7587954676888
"281",1,1,5,1,41.3020435,-77.75805545
"282",1,1,1,0,41.3021015001653,-77.7550539520633
"283",1,1,2,0,41.2999809313134,-77.7575219317102
"284",1,1,3,0,41.3012235257456,-77.7553507999608
"285",1,1,4,0,41.3004350866642,-77.7557467691399
"286",1,1,5,1,41.30116669,-77.75691514
"287",1,1,1,0,41.3015400586236,-77.756719994049
"288",1,1,2,0,41.3017985360162,-77.7565348905541
"289",1,1,3,0,41.3023919450995,-77.7549478101206
"290",1,1,4,0,41.3021200981167,-77.7562635938265
"291",1,1,5,1,41.30166389,-77.75696014
"292",1,1,1,0,41.3020077430618,-77.7565712778676
"293",1,1,2,0,41.3010623362932,-77.7564895922311
"294",1,1,3,0,41.3017846725922,-77.7566976215888
"295",1,1,4,0,41.302533601871,-77.7571617272145
"296",1,1,5,1,41.30141406,-77.75785678
"297",1,1,1,0,41.300718405362,-77.7572033426535
"298",1,1,2,0,41.3013016524951,-77.757790055712
"299",1,1,3,0,41.3006131936232,-77.7587709925829
"300",1,1,4,0,41.2997530163006,-77.7568567129666
"301",1,1,5,1,41.30126481,-77.7578395
"302",1,1,1,0,41.3011570938893,-77.7590925864254
"303",1,1,2,0,41.3001088717869,-77.7582560134491
"304",1,1,3,0,41.3025678456818,-77.7589137358389
"305",1,1,4,0,41.3015817484871,-77.7584297169551
"306",1,1,5,1,41.30116747,-77.75784814
"307",1,1,1,0,41.3001820129995,-77.7593357325626
"308",1,1,2,0,41.300881970907,-77.7576528568224
"309",1,1,3,0,41.3023486620503,-77.7567586141543
"310",1,1,4,0,41.301704393325,-77.7586191693267
"311",1,1,5,1,41.30101822,-77.75784814
"312",1,1,1,0,41.3017418667759,-77.757936476389
"313",1,1,2,0,41.302692594156,-77.7569363385147
"314",1,1,3,0,41.3008991693701,-77.7583412680061
"315",1,1,4,0,41.3015297557479,-77.7578068598665
"316",1,1,5,1,41.30109609,-77.75772721
"317",1,1,1,0,41.3004913570666,-77.7587598722639
"318",1,1,2,0,41.2988124585306,-77.7575200623641
"319",1,1,3,0,41.3000876428495,-77.7593942926152
"320",1,1,4,0,41.3007732077177,-77.7558233728274
"321",1,1,5,1,41.30045477,-77.75728061
"322",1,1,1,0,41.3020268324185,-77.7567652601144
"323",1,1,2,0,41.3032003737886,-77.7556903133218
"324",1,1,3,0,41.3034392867269,-77.7538308263457
"325",1,1,4,0,41.3012578067364,-77.7561834468786
"326",1,1,5,1,41.30285373,-77.75560952
"327",2,2,1,0,40.8450362986538,-78.1175025216675
"328",2,2,2,0,40.8454823938381,-78.1150783635262
"329",2,2,3,0,40.8445161247615,-78.1176089672943
"330",2,2,4,0,40.8448898760616,-78.1164430035378
"331",2,2,5,1,40.84479072,-78.11666259
"332",2,2,1,0,40.8456260158065,-78.1158497126061
"333",2,2,2,0,40.8439014142874,-78.1154811646436
"334",2,2,3,0,40.8450074555181,-78.116955300597
"335",2,2,4,0,40.8457880553102,-78.1154053698091
"336",2,2,5,1,40.84488873,-78.11706857
"337",2,2,1,0,40.8445596479379,-78.1170509747307
"338",2,2,2,0,40.8450106431615,-78.1187666241464
"339",2,2,3,0,40.8437697389471,-78.1162014714348
"340",2,2,4,0,40.8462328778105,-78.1161775901696
"341",2,2,5,1,40.84475151,-78.11710312
"342",2,2,1,0,40.8451939728718,-78.1166945687077
"343",2,2,2,0,40.8443829675619,-78.1147680737648
"344",2,2,3,0,40.8430989300388,-78.1167306738465
"345",2,2,4,0,40.8457474202865,-78.117646171029
"346",2,2,5,1,40.84434052,-78.11713145
"347",2,2,1,0,40.8447949048259,-78.114067384246
"348",2,2,2,0,40.844947659879,-78.1139461874579
"349",2,2,3,0,40.8456999539628,-78.1163308149726
"350",2,2,4,0,40.8443601971555,-78.1157462563049
"351",2,2,5,1,40.84464696,-78.11623069
"352",2,2,1,0,40.8437790165054,-78.1175073795498
"353",2,2,2,0,40.8434497278707,-78.114533050149
"354",2,2,3,0,40.8427739982963,-78.1159452999285
"355",2,2,4,0,40.8438841816571,-78.1157427671508
"356",2,2,5,1,40.84451627,-78.11603202
"357",2,2,1,0,40.8431504225848,-78.1168223862764
"358",2,2,2,0,40.8440084784613,-78.1171454573163
"359",2,2,3,0,40.8454898187115,-78.117398699099
"360",2,2,4,0,40.8435370240059,-78.1172377517824
"361",2,2,5,1,40.84475805,-78.11637754
"362",2,2,1,0,40.8457993986222,-78.1148538240459
"363",2,2,2,0,40.8444284214512,-78.117357849412
"364",2,2,3,0,40.8445944191459,-78.1182949357839
"365",2,2,4,0,40.8440328504875,-78.1186511010036
"366",2,2,5,1,40.84494754,-78.11672305
"367",2,2,1,0,40.8440130604519,-78.1190417312978
"368",2,2,2,0,40.8443899461664,-78.1173761994653
"369",2,2,3,0,40.8462198509684,-78.1175291122015
"370",2,2,4,0,40.8442559917881,-78.1152327890828
"371",2,2,5,1,40.84450842,-78.11706617
"372",2,2,1,0,40.8453026979238,-78.11892972176
"373",2,2,2,0,40.8449690816107,-78.1172838530386
"374",2,2,3,0,40.8447361288687,-78.1154011320471
"375",2,2,4,0,40.8427411790604,-78.118124231185
"376",2,2,5,1,40.84414298,-78.11719674
"377",2,2,1,0,40.8456843362845,-78.11714193298
"378",2,2,2,0,40.8456862784539,-78.1185548767279
"379",2,2,3,0,40.8443178271224,-78.1164001572177
"380",2,2,4,0,40.8437598603759,-78.1191613641569
"381",2,2,5,1,40.84449855,-78.11735341
"382",2,2,1,0,40.8451508103,-78.1156697126939
"383",2,2,2,0,40.8432513970847,-78.117391800058
"384",2,2,3,0,40.8445118676625,-78.1188616516374
"385",2,2,4,0,40.8453111519647,-78.1151671923487
"386",2,2,5,1,40.84488873,-78.11679216
"387",2,2,1,0,40.8444759748972,-78.1160224780189
"388",2,2,2,0,40.8451266984055,-78.1193894976514
"389",2,2,3,0,40.8457753276285,-78.115454260934
"390",2,2,4,0,40.8452783099319,-78.1168652680542
"391",2,2,5,1,40.84529857,-78.11720979
"392",2,2,1,0,40.8439215241883,-78.116898531807
"393",2,2,2,0,40.8446198895107,-78.1176641867012
"394",2,2,3,0,40.8461778748378,-78.1167131926699
"395",2,2,4,0,40.8463735335116,-78.1159156131755
"396",2,2,5,1,40.84494754,-78.11703402
"397",2,2,1,0,40.8445950271963,-78.1182786990289
"398",2,2,2,0,40.8461896360984,-78.1156865850453
"399",2,2,3,0,40.8447245004163,-78.117955743264
"400",2,2,4,0,40.8450350611909,-78.1183177114979
"401",2,2,5,1,40.84513051,-78.11666259
"402",2,2,1,0,40.8451278365949,-78.1153073574312
"403",2,2,2,0,40.8444726149573,-78.1177938405197
"404",2,2,3,0,40.8459446109803,-78.1160338236926
"405",2,2,4,0,40.8450014008419,-78.1178999403925
"406",2,2,5,1,40.84456855,-78.1166885
"407",2,2,1,0,40.8440459167643,-78.1154099976452
"408",2,2,2,0,40.8441130111094,-78.1183710701527
"409",2,2,3,0,40.8443522975274,-78.1190368750547
"410",2,2,4,0,40.843205931526,-78.1177036063575
"411",2,2,5,1,40.84442479,-78.11672305
"412",2,2,1,0,40.8446977472668,-78.1160250420276
"413",2,2,2,0,40.8445335409129,-78.1168935884886
"414",2,2,3,0,40.8435407599044,-78.1170537988822
"415",2,2,4,0,40.8445748758057,-78.1151612009066
"416",2,2,5,1,40.84434638,-78.1156606
"417",2,2,1,0,40.8427358532795,-78.1163255431071
"418",2,2,2,0,40.844065913887,-78.1157792996784
"419",2,2,3,0,40.8434914788967,-78.1168734961976
"420",2,2,4,0,40.8431117269582,-78.1160050402433
"421",2,2,5,1,40.84413074,-78.11564332
"422",2,2,1,0,40.8442842173552,-78.1142632021191
"423",2,2,2,0,40.8444412659662,-78.114827148339
"424",2,2,3,0,40.843367675782,-78.1138729322119
"425",2,2,4,0,40.844498702816,-78.1167863520326
"426",2,2,5,1,40.84438558,-78.11550511
"427",2,2,1,0,40.8435630083852,-78.1134937925886
"428",2,2,2,0,40.8444599992992,-78.1167781364809
"429",2,2,3,0,40.8449814898743,-78.1155072961137
"430",2,2,4,0,40.8438531625606,-78.1152971784387
"431",2,2,5,1,40.84379748,-78.11564332
"432",2,2,1,0,40.8432823406904,-78.1143782731626
"433",2,2,2,0,40.8440501707034,-78.1132984753674
"434",2,2,3,0,40.8430798194435,-78.1146801542225
"435",2,2,4,0,40.8445183488198,-78.1155806938319
"436",2,2,5,1,40.84347729,-78.11547056
"437",2,2,1,0,40.8443678834635,-78.1135439159293
"438",2,2,2,0,40.8426554957639,-78.1144985218594
"439",2,2,3,0,40.8425660116857,-78.1140907315515
"440",2,2,4,0,40.8445453702113,-78.1160983867649
"441",2,2,5,1,40.84404795,-78.114757
"442",2,2,1,0,40.8428841374441,-78.1143142498161
"443",2,2,2,0,40.8431911305588,-78.1155268967865
"444",2,2,3,0,40.8431928268733,-78.1160876487086
"445",2,2,4,0,40.8443151799344,-78.1136050685409
"446",2,2,5,1,40.84343155,-78.11521143
"447",2,2,1,0,40.8441266861012,-78.1160703383978
"448",2,2,2,0,40.8434674516068,-78.1157652733778
"449",2,2,3,0,40.8442614003661,-78.1136113732561
"450",2,2,4,0,40.8427146141649,-78.1131127675441
"451",2,2,5,1,40.84331393,-78.11491774
"452",2,2,1,0,40.8425837461757,-78.1144193643863
"453",2,2,2,0,40.8439349570821,-78.112199956542
"454",2,2,3,0,40.8436587601228,-78.1164476836902
"455",2,2,4,0,40.843623324299,-78.1135887720842
"456",2,2,5,1,40.84345115,-78.11409714
"457",2,2,1,0,40.8437368260257,-78.1123403767504
"458",2,2,2,0,40.8433512156437,-78.1134321587967
"459",2,2,3,0,40.8438721592322,-78.1159979344258
"460",2,2,4,0,40.8441411071935,-78.1155522665936
"461",2,2,5,1,40.84380402,-78.11365661
"462",2,2,1,0,40.8451418809821,-78.1170693807744
"463",2,2,2,0,40.8443742726552,-78.1137763940271
"464",2,2,3,0,40.8434087776908,-78.1151333872667
"465",2,2,4,0,40.8433099185454,-78.1144496502792
"466",2,2,5,1,40.84454241,-78.11526325
"467",2,2,1,0,40.8444798544484,-78.1156835044669
"468",2,2,2,0,40.8450940413342,-78.1152059376534
"469",2,2,3,0,40.8424408994252,-78.1137962122842
"470",2,2,4,0,40.8437238763279,-78.1134792985546
"471",2,2,5,1,40.84400005,-78.11479681
"472",2,2,1,0,40.8444516928128,-78.1147398728169
"473",2,2,2,0,40.8436968028268,-78.1178240225662
"474",2,2,3,0,40.8454553012612,-78.1149509676017
"475",2,2,4,0,40.8433946546655,-78.1160756763757
"476",2,2,5,1,40.84490834,-78.11633435
"477",2,2,1,0,40.8447076512648,-78.1179200726687
"478",2,2,2,0,40.8444067854998,-78.116717735651
"479",2,2,3,0,40.8459535797253,-78.1159874810669
"480",2,2,4,0,40.8453470880292,-78.1179103032349
"481",2,2,5,1,40.84464043,-78.11651574
"482",2,2,1,0,40.8437695699379,-78.1144265767333
"483",2,2,2,0,40.8444329280197,-78.1178999042809
"484",2,2,3,0,40.8449004412103,-78.1164148547836
"485",2,2,4,0,40.8454078868111,-78.1171835351555
"486",2,2,5,1,40.84459469,-78.11615295
"487",2,2,1,0,40.8442984786799,-78.1169708519218
"488",2,2,2,0,40.8458378659081,-78.1143571408341
"489",2,2,3,0,40.8439470771229,-78.1175594479614
"490",2,2,4,0,40.8438804602472,-78.1135588102308
"491",2,2,5,1,40.84450974,-78.11572106
"492",2,2,1,0,40.8434014056285,-78.1140275855848
"493",2,2,2,0,40.8432765604191,-78.1152070007476
"494",2,2,3,0,40.8431550207763,-78.1168074513014
"495",2,2,4,0,40.8424907692564,-78.1169022578562
"496",2,2,5,1,40.84400485,-78.11602464
"497",2,2,1,0,40.8430819583255,-78.1138349929174
"498",2,2,2,0,40.845492642185,-78.1145993875495
"499",2,2,3,0,40.8447021867824,-78.1140720195622
"500",2,2,4,0,40.8425299102725,-78.1136105531031
"501",2,2,5,1,40.84403718,-78.11460745
"502",2,2,1,0,40.8430742287706,-78.1160645876787
"503",2,2,2,0,40.8436204278449,-78.1160791847358
"504",2,2,3,0,40.8432623729305,-78.1166645929733
"505",2,2,4,0,40.8443437507149,-78.1163092132785
"506",2,2,5,1,40.8438759,-78.1154792
"507",2,2,1,0,40.8456323578314,-78.1155521014692
"508",2,2,2,0,40.8431795729432,-78.1177144431978
"509",2,2,3,0,40.84279587156,-78.1141532686703
"510",2,2,4,0,40.8435304320798,-78.1170668747096
"511",2,2,5,1,40.84392817,-78.11563468
"512",2,2,1,0,40.8452778012769,-78.1133773549669
"513",2,2,2,0,40.8442927944299,-78.1160253688146
"514",2,2,3,0,40.8435538667364,-78.1155779660831
"515",2,2,4,0,40.8431137915608,-78.1131996764178
"516",2,2,5,1,40.84400485,-78.11470003
